node,smelly
"{'org.alien4cloud.mock.ansible.relationships.AnsibleComponentHostedOnHost': {'derived_from': 'org.alien4cloud.mock.pub.relationships.AbstractComponentHostedOnHost', 'valid_target_types': ['org.alien4cloud.mock.ansible.nodes.AnsibleMockHost'], 'interfaces': {'configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'operation.yml', 'operation': 'pre_configure_source AnsibleComponentHostedOnHost', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'playbook/playbook.ansible'}, 'pre_configure_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'operation.yml', 'operation': 'pre_configure_target AnsibleComponentHostedOnHost', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'playbook/playbook.ansible'}, 'post_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'operation.yml', 'operation': 'post_configure_source AnsibleComponentHostedOnHost', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'playbook/playbook.ansible'}, 'post_configure_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'operation.yml', 'operation': 'post_configure_target AnsibleComponentHostedOnHost', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'playbook/playbook.ansible'}, 'add_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'operation.yml', 'operation': 'add_target AnsibleComponentHostedOnHost', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'playbook/playbook.ansible'}, 'add_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'operation.yml', 'operation': 'add_source AnsibleComponentHostedOnHost', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",unknown
"{'org.alien4cloud.mock.ansible.relationships.AnsibleComponentConnectToComponent': {'derived_from': 'org.alien4cloud.mock.pub.relationships.AbstractComponentConnectToComponent', 'valid_target_types': ['org.alien4cloud.mock.ansible.capabilities.AnsibleComponentEndpoint'], 'interfaces': {'configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'operation.yml', 'operation': 'pre_configure_source AnsibleComponentConnectToComponent', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'playbook/playbook.ansible'}, 'pre_configure_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'operation.yml', 'operation': 'pre_configure_target AnsibleComponentConnectToComponent', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'playbook/playbook.ansible'}, 'post_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'operation.yml', 'operation': 'post_configure_source AnsibleComponentConnectToComponent', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'playbook/playbook.ansible'}, 'post_configure_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'operation.yml', 'operation': 'post_configure_target AnsibleComponentConnectToComponent', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'playbook/playbook.ansible'}, 'add_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'operation.yml', 'operation': 'add_target AnsibleComponentConnectToComponent', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'playbook/playbook.ansible'}, 'add_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'operation.yml', 'operation': 'add_source AnsibleComponentConnectToComponent', 'duration': 2, 'variation': {'get_property': ['SOURCE', 'variation']}, 'weight': 30, 'log_length': {'get_property': ['SOURCE', 'log_length']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",unknown
"{'org.alien4cloud.automation.a4c.config.orchestrator.cfy.relationships.ConnectsToCfy': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.automation.cloudify.manager.pub.capabilities.CloudifyAPIv3'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'connect_cfy.yml', 'cfy_user': {'get_property': ['TARGET', 'cloudify_api_v3', 'admin_username']}, 'cfy_password': {'get_property': ['TARGET', 'cloudify_api_v3', 'admin_password']}, 'cfy_url': {'concat': [{'get_property': ['TARGET', 'cloudify_api_v3', 'protocol']}, '://', {'get_attribute': ['TARGET', 'cloudify_api_v3', 'ip_address']}, ':', {'get_property': ['TARGET', 'cloudify_api_v3', 'port']}]}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.relationships.RegistryHostedOnApache': {'derived_from': 'tosca.relationships.HostedOn', 'valid_target_types': ['org.alien4cloud.capabilities.ApacheContainer']}}",false
"{'org.alien4cloud.relationships.RegistryConnectToPHP': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.capabilities.PHPModule']}}",false
"{'org.alien4cloud.relationships.RegistryConfigurerDependsOnRegistry': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.Node'], 'interfaces': {'configure': {'add_target': {'inputs': {'REGISTRY_HOST': {'get_attribute': ['TARGET', 'host']}, 'REGISTRY_PORT': {'get_attribute': ['TARGET', 'port']}}, 'implementation': 'scripts/RegistryConfigurerDependsOnRegistry/add_target.sh'}}}}}",false
"{'org.alien4cloud.relationships.GenericHostedOnGenericHost': {'derived_from': 'tosca.relationships.HostedOn', 'valid_target_types': ['org.alien4cloud.nodes.GenericHost'], 'interfaces': {'configure': {'pre_configure_source': {'implementation': 'scripts/GenericConnectToGeneric/pre_configure_source.sh'}, 'pre_configure_target': {'implementation': 'scripts/GenericConnectToGeneric/pre_configure_target.sh'}, 'post_configure_source': {'implementation': 'scripts/GenericConnectToGeneric/post_configure_source.sh'}, 'post_configure_target': {'implementation': 'scripts/GenericConnectToGeneric/post_configure_target.sh'}, 'add_target': {'implementation': 'scripts/GenericConnectToGeneric/add_target.sh'}, 'add_source': {'implementation': 'scripts/GenericConnectToGeneric/add_source.sh'}, 'remove_target': {'implementation': 'scripts/GenericConnectToGeneric/remove_target.sh'}, 'remove_source': {'implementation': 'scripts/GenericConnectToGeneric/remove_source.sh'}}}}}",false
"{'org.alien4cloud.relationships.GenericConnectToGeneric': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.capabilities.GenericCapability'], 'properties': {'generic_property': {'type': 'string', 'required': False, 'default': 'default_value'}, 'complex_prop': {'type': 'alien.nodes.test.ComplexDataType', 'required': False}}, 'interfaces': {'configure': {'pre_configure_source': {'implementation': 'scripts/GenericConnectToGeneric/pre_configure_source.sh'}, 'pre_configure_target': {'implementation': 'scripts/GenericConnectToGeneric/pre_configure_target.sh'}, 'post_configure_source': {'implementation': 'scripts/GenericConnectToGeneric/post_configure_source.sh'}, 'post_configure_target': {'implementation': 'scripts/GenericConnectToGeneric/post_configure_target.sh'}, 'add_target': {'inputs': {'TARGET_IP': {'get_attribute': ['TARGET', 'ip_address']}, 'TARGET_PROPERTY': {'get_property': ['TARGET', 'generic_property']}}, 'implementation': 'scripts/GenericConnectToGeneric/add_target.sh'}, 'add_source': {'inputs': {'SOURCE_IP': {'get_attribute': ['SOURCE', 'ip_address']}, 'SOURCE_PROPERTY': {'get_property': ['SOURCE', 'generic_property']}}, 'implementation': 'scripts/GenericConnectToGeneric/add_source.sh'}, 'remove_target': {'implementation': 'scripts/GenericConnectToGeneric/remove_target.sh'}, 'remove_source': {'implementation': 'scripts/GenericConnectToGeneric/remove_source.sh'}}}}}",false
"{'org.alien4cloud.automation.cloudify.config.offline_plugin.relationships.ConnectsToCfy': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.automation.cloudify.manager.pub.capabilities.CloudifyAPIv3'], 'interfaces': {'Configure': {'add_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'connect_cfy.yml', 'plugin_archive_url': {'get_property': ['SOURCE', 'plugin_archive_url']}, 'cfy_user': {'get_property': ['TARGET', 'cloudify_api_v3', 'admin_username']}, 'cfy_password': {'get_property': ['TARGET', 'cloudify_api_v3', 'admin_password']}, 'cfy_url': {'concat': [{'get_property': ['TARGET', 'cloudify_api_v3', 'protocol']}, '://', {'get_attribute': ['TARGET', 'cloudify_api_v3', 'ip_address']}, ':', {'get_property': ['TARGET', 'cloudify_api_v3', 'port']}]}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.automation.cloudify.config.offline_plugin.relationships.ConnectsToA4C': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.automation.a4c.pub.capabilities.A4cRestApi'], 'interfaces': {'Configure': {'add_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'connect_a4c.yml', 'alien_user': {'get_property': ['TARGET', 'rest', 'user']}, 'alien_password': {'get_property': ['TARGET', 'rest', 'password']}, 'alien_url': {'concat': [{'get_property': ['TARGET', 'rest', 'protocol']}, '://', {'get_attribute': ['TARGET', 'rest', 'ip_address']}, ':', {'get_property': ['TARGET', 'rest', 'port']}]}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.mock.pub.relationships.AbstractComponentHostedOnHost': {'derived_from': 'tosca.relationships.HostedOn', 'abstract': True, 'valid_target_types': ['org.alien4cloud.mock.pub.nodes.AbstractMockHost']}}",false
"{'org.alien4cloud.mock.pub.relationships.AbstractComponentConnectToComponent': {'derived_from': 'tosca.relationships.ConnectsTo', 'abstract': True, 'valid_target_types': ['org.alien4cloud.mock.pub.capabilities.AbstractComponentEndpoint']}}",false
"{'org.alien4cloud.relationships.RoutesToApacheLoadBalancer': {'derived_from': 'tosca.relationships.RoutesTo', 'description': 'Relationship that configures the Apache Load Balancer so it', 'interfaces': {'Configure': {'add_target': {'inputs': {'PROTOCOL': {'get_attribute': ['TARGET', 'protocol']}, 'IP': {'get_attribute': ['TARGET', 'ip_address']}, 'PORT': {'get_attribute': ['TARGET', 'port']}, 'URL_PATH': {'get_attribute': ['TARGET', 'url_path']}}, 'implementation': 'scripts/add_web_app_to_load_balancer.sh'}, 'remove_target': {'inputs': {'PROTOCOL': {'get_attribute': ['TARGET', 'protocol']}, 'IP': {'get_attribute': ['TARGET', 'ip_address']}, 'PORT': {'get_attribute': ['TARGET', 'port']}, 'URL_PATH': {'get_attribute': ['TARGET', 'url_path']}}, 'implementation': 'scripts/remove_web_app_from_load_balancer.sh'}}}}}",false
"{'org.alien4cloud.relationships.RoutesToApacheLoadBalancerService': {'derived_from': 'tosca.relationships.RoutesTo', 'description': 'Specific relationship to route an application using an apache load balancer started a a service. This relationship is expected to be processed on a sandboxed manager node and to connect to the Apache Load Balancer machine through ssh. The path to the ssh key to use for the apache machine connexion can be specified through a property.\n', 'properties': {'user': {'type': 'string', 'default': 'ubuntu'}}, 'artifacts': [{'script_directory': {'file': 'scripts', 'type': 'tosca.artifacts.File'}}, {'ssh_key': {'file': 'ssh/service_key.pem', 'type': 'tosca.artifacts.File'}}], 'interfaces': {'Configure': {'add_target': {'inputs': {'USER': {'get_property': ['SELF', 'user']}, 'PROTOCOL': {'get_attribute': ['TARGET', 'protocol']}, 'IP': {'get_attribute': ['TARGET', 'ip_address']}, 'PORT': {'get_attribute': ['TARGET', 'port']}, 'URL_PATH': {'get_attribute': ['TARGET', 'url_path']}}, 'implementation': 'scripts/service_add_web_app_to_load_balancer.sh'}, 'remove_target': {'inputs': {'USER': {'get_property': ['SELF', 'user']}, 'PROTOCOL': {'get_attribute': ['TARGET', 'protocol']}, 'IP': {'get_attribute': ['TARGET', 'ip_address']}, 'PORT': {'get_attribute': ['TARGET', 'port']}, 'URL_PATH': {'get_attribute': ['TARGET', 'url_path']}}, 'implementation': 'scripts/service_remove_web_app_from_load_balancer.sh'}}}}}",false
"{'org.alien4cloud.monitoring.diamond.collectors.relationships.DiamondCollectElasticSearch': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.storage.elasticsearch.pub.capabilities.ElasticSearchRestAPI'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'collect_elasticsearch.yml', 'datasource_name': {'get_attribute': ['SOURCE', 'datasource_name']}, 'collectors_conf_path': {'get_attribute': ['SOURCE', 'collectors_conf_path']}, 'dashboard_dir': {'get_attribute': ['SOURCE', 'dashboard_dir']}, 'elasticsearch_host': {'get_attribute': ['TARGET', 'http', 'ip_address']}, 'elasticsearch_port': {'get_attribute': ['TARGET', 'http', 'port']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.monitoring.diamond.collectors.relationships.DiamondJolokiaCollector': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.lang.java.jmx.jolokia.capabilities.JolokiaEndpoint'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'collect_jolokia.yml', 'datasource_name': {'get_attribute': ['SOURCE', 'datasource_name']}, 'collectors_conf_path': {'get_attribute': ['SOURCE', 'collectors_conf_path']}, 'dashboard_dir': {'get_attribute': ['SOURCE', 'dashboard_dir']}, 'jolokia_host': {'get_attribute': ['TARGET', 'ip_address']}, 'jolokia_port': {'get_attribute': ['TARGET', 'jolokia', 'port']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.monitoring.diamond.collectors.relationships.DiamondRabbitmqCollector': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.messaging.rabbitmq.pub.capabilities.RabbitMQManagementEndpoint'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'collect_rabbitmq.yml', 'datasource_name': {'get_attribute': ['SOURCE', 'datasource_name']}, 'collectors_conf_path': {'get_attribute': ['SOURCE', 'collectors_conf_path']}, 'dashboard_dir': {'get_attribute': ['SOURCE', 'dashboard_dir']}, 'rabbitmq_port': {'get_attribute': ['TARGET', 'rabbitmq_management', 'port']}, 'rabbitmq_user': {'get_attribute': ['TARGET', 'rabbitmq_management', 'user']}, 'rabbitmq_password': {'get_attribute': ['TARGET', 'rabbitmq_management', 'password']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.monitoring.diamond.collectors.relationships.DiamondPostgresqlCollector': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.db.postgresql.pub.PostgresqlEndpoint'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'collect_postgresql.yml', 'datasource_name': {'get_attribute': ['SOURCE', 'datasource_name']}, 'collectors_conf_path': {'get_attribute': ['SOURCE', 'collectors_conf_path']}, 'dashboard_dir': {'get_attribute': ['SOURCE', 'dashboard_dir']}, 'postgresql_port': {'get_attribute': ['TARGET', 'postgresql', 'port']}, 'postgresql_user': {'get_attribute': ['TARGET', 'postgresql', 'user']}, 'postgresql_password': {'get_attribute': ['TARGET', 'postgresql', 'password']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.monitoring.diamond.collectors.relationships.DiamondA4CCollector': {'derived_from': 'org.alien4cloud.monitoring.diamond.collectors.relationships.DiamondJolokiaCollector', 'valid_target_types': ['org.alien4cloud.automation.a4c.pub.capabilities.JolokiaA4CEndpoint'], 'interfaces': {'Configure': {'pre_configure_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'collect_alien.yml', 'datasource_name': {'get_attribute': ['SOURCE', 'datasource_name']}, 'collectors_conf_path': {'get_attribute': ['SOURCE', 'collectors_conf_path']}, 'dashboard_dir': {'get_attribute': ['SOURCE', 'dashboard_dir']}, 'jolokia_host': {'get_attribute': ['TARGET', 'jolokia', 'ip_address']}, 'alien_data_dir': {'get_property': ['TARGET', 'data_dir']}, 'jolokia_port': {'get_property': ['TARGET', 'jolokia', 'port']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.monitoring.diamond.collectors.relationships.DiamondCloudifyCollector': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.automation.cloudify.manager.pub.capabilities.CloudifyMonitorEndpoint'], 'properties': {'collector_name': {'type': 'string', 'default': 'CloudifyCollector'}}, 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'collect_custom.yml', 'datasource_name': {'get_attribute': ['SOURCE', 'datasource_name']}, 'collectors_conf_path': {'get_attribute': ['SOURCE', 'collectors_conf_path']}, 'dashboard_dir': {'get_attribute': ['SOURCE', 'dashboard_dir']}, 'collector_name': {'get_property': ['SELF', 'collector_name']}}, 'implementation': 'playbook/playbook.ansible'}, 'pre_configure_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'install_custom_collector.yml', 'collectors_path': {'get_attribute': ['SOURCE', 'collectors_path']}, 'collector_name': {'get_property': ['SELF', 'collector_name']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
"{'org.alien4cloud.monitoring.diamond.collectors.relationships.DiamondCloudifyHostpoolCollector': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.automation.cloudify.hostpool.pub.capabilities.HostPoolServiceApi'], 'properties': {'collector_name': {'type': 'string', 'default': 'CloudifyHostpoolCollector'}}, 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'collect_custom.yml', 'datasource_name': {'get_attribute': ['SOURCE', 'datasource_name']}, 'collectors_conf_path': {'get_attribute': ['SOURCE', 'collectors_conf_path']}, 'dashboard_dir': {'get_attribute': ['SOURCE', 'dashboard_dir']}, 'collector_name': {'get_property': ['SELF', 'collector_name']}}, 'implementation': 'playbook/playbook.ansible'}, 'pre_configure_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'install_custom_collector.yml', 'collectors_path': {'get_attribute': ['SOURCE', 'collectors_path']}, 'collector_name': {'get_property': ['SELF', 'collector_name']}, 'hostpool_url': {'concat': [{'get_property': ['TARGET', 'cloudify_hostpool', 'protocol']}, '://', {'get_attribute': ['TARGET', 'cloudify_hostpool', 'ip_address']}, ':', {'get_property': ['TARGET', 'cloudify_hostpool', 'port']}]}}, 'implementation': 'playbook/playbook.ansible'}}}}}",false
