type,smelly
"{'example.QueuingSubsystem': {'derived_from': 'tosca.nodes.SoftwareComponent', 'properties': {'server_ip': {'type': 'string'}, 'server_port': {'type': 'integer'}}, 'attributes': {'server_ip': {'type': 'string'}, 'server_port': {'type': 'integer'}}, 'requirements': [{'receiver1': {'node': 'example.TransactionSubsystem', 'capability': 'example.capabilities.Receiver', 'relationship': 'tosca.relationships.ConnectsTo'}}, {'receiver2': {'node': 'example.TransactionSubsystem', 'capability': 'example.capabilities.Receiver', 'relationship': 'tosca.relationships.ConnectsTo'}}]}}",0
"{'example.TransactionSubsystem': {'properties': {'mq_server_ip': {'type': 'string', 'required': False}, 'receiver_port': {'type': 'integer', 'required': False}}, 'attributes': {'receiver_ip': {'type': 'string'}, 'receiver_port': {'type': 'integer'}}, 'capabilities': {'message_receiver': {'type': 'example.capabilities.Receiver'}}, 'requirements': [{'database_endpoint': {'node': 'tosca.nodes.Database', 'capability': 'tosca.capabilities.Endpoint.Database', 'relationship': 'tosca.relationships.ConnectsTo'}}]}}",0
{'example.DatabaseSubsystem': {'derived_from': 'tosca.nodes.Database'}},0
"{'example.SomeApp': {'derived_from': 'tosca.nodes.WebApplication', 'properties': {'admin_user': {'type': 'string', 'required': False}, 'pool_size': {'type': 'integer', 'required': False}}, 'capabilities': {'message_receiver': {'type': 'example.capabilities.Receiver'}}, 'requirements': [{'database': {'node': 'tosca.nodes.Database', 'capability': 'tosca.capabilities.Endpoint.Database', 'relationship': 'tosca.relationships.ConnectsTo'}}]}}",0
"{'tosca.nodes.my.SomeNode': {'derived_from': 'tosca.nodes.Root', 'properties': {'people': {'type': 'tosca.my.datatypes.People'}}}}",0
"{'tosca.nodes.WebApplication.WordPress': {'derived_from': 'tosca.nodes.WebApplication', 'requirements': [{'database_endpoint': {'capability': 'tosca.capabilities.Endpoint.Database', 'node': 'tosca.nodes.Database', 'relationship': 'tosca.relationships.ConnectsTo'}}], 'interfaces': {'Standard': {'inputs': {'wp_db_name': {'type': 'string'}, 'wp_db_user': {'type': 'string'}, 'wp_db_password': {'type': 'string'}}}}}}",0
"{'tosca.nodes.WebApplication.WordPress': {'derived_from': 'tosca.nodes.WebApplication', 'requirements': [{'database_endpoint': {'capability': 'tosca.capabilities.Endpoint.Database', 'node': 'tosca.nodes.Database', 'relationship': 'tosca.relationships.ConnectsTo'}}], 'interfaces': {'Standard': {'inputs': {'wp_db_name': {'type': 'string'}, 'wp_db_user': {'type': 'string'}, 'wp_db_password': {'type': 'string'}}}}}}",0
{'tosca.nodes.SomeNode': {'derived_from': 'tosca.nodes.SoftwareComponent'}},0
"{'org.alien4cloud.automation.a4c.pub.nodes.Alien4CloudService': {'derived_from': 'org.alien4cloud.lang.java.pub.nodes.JavaSoftware', 'abstract': True, 'description': 'An Alien !\n', 'tags': {'icon': '/images/alien4cloud-logo.png'}, 'capabilities': {'rest': {'type': 'org.alien4cloud.automation.a4c.pub.capabilities.A4cRestApi'}, 'http': {'type': 'org.alien4cloud.storage.elasticsearch.pub.capabilities.ElasticSearchRestAPI'}}}}",0
"{'org.alien4cloud.automation.a4c.pub.nodes.AlienConfigurator': {'derived_from': 'tosca.nodes.Root', 'description': 'Add component that can configure A4C.\n', 'tags': {'icon': '/images/config.png'}, 'requirements': [{'host': {'capability': 'org.alien4cloud.automation.a4c.pub.capabilities.AlienConfigContainer', 'relationship': 'org.alien4cloud.automation.a4c.pub.relationships.AlienConfiguratorHostedOnAlien', 'occurrences': [1, 1]}}]}}",0
"{'org.alien4cloud.nodes.InputArtifactDemo': {'derived_from': 'tosca.nodes.SoftwareComponent', 'interfaces': {'Standard': {'create': 'scripts/assert.sh'}}}}",0
"{'org.alien4cloud.monitoring.diamond.agent_linux.nodes.DiamondLinuxAgent': {'description': 'Deploy a Diamond Agent on linux.\n', 'derived_from': 'org.alien4cloud.monitoring.diamond.pub.nodes.DiamondAgent', 'properties': {'datasource_name': {'type': 'string', 'description': 'The datasource that connects grafana to graphite.\nWe need it to prepare grafana dashboards.\n', 'required': True, 'default': 'Graphite_DS'}, 'collectors_path': {'type': 'string', 'description': 'The path where the collector sources are (read only).', 'required': True, 'default': '/opt/ansible_diamond/env/share/diamond/collectors'}, 'collectors_conf_path': {'type': 'string', 'description': 'The path where the collector configuration are (read only).', 'required': True, 'default': '/etc/ansible_diamond/collectors'}}, 'attributes': {'dashboard_dir': {'get_operation_output': ['SELF', 'Standard', 'create', 'dashboard_dir']}, 'grafana_url': {'get_operation_output': ['SELF', 'Standard', 'configure', 'grafana_url']}, 'grafana_user': {'get_operation_output': ['SELF', 'Standard', 'configure', 'grafana_user']}, 'grafana_password': {'get_operation_output': ['SELF', 'Standard', 'configure', 'grafana_password']}, 'grafana_dashboads_urls': {'get_operation_output': ['SELF', 'Standard', 'start', 'grafana_dashboads_urls']}}, 'requirements': [{'data_endpoint': {'capability': 'org.alien4cloud.monitoring.pub.capabilities.GraphiteDataEndpoint', 'relationship': 'org.alien4cloud.monitoring.diamond.agent_linux.relationships.DiamondLinuxAgentConnectsToGraphite', 'occurrences': [0, 1]}}, {'grafana': {'capability': 'org.alien4cloud.monitoring.pub.capabilities.GrafanaHttpEndpoint', 'relationship': 'org.alien4cloud.monitoring.diamond.agent_linux.relationships.DiamondLinuxAgentConnectsToGrafana', 'occurrences': [0, 1]}}, {'host': {'capability': 'tosca.capabilities.Container', 'node': 'tosca.nodes.Compute', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1], 'node_filter': {'capabilities': [{'tosca.capabilities.OperatingSystem': {'properties': [{'type': {'equal': 'linux'}}, {'architecture': {'equal': 'x86_64'}}]}}]}}}], 'interfaces': {'Standard': {'create': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'create.yml', 'collectors_conf_path': {'get_property': ['SELF', 'collectors_conf_path']}}, 'implementation': 'playbook/playbook.ansible'}, 'configure': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'configure.yml', 'datasource_name': {'get_property': ['SELF', 'datasource_name']}}, 'implementation': 'playbook/playbook.ansible'}, 'start': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'start.yml', 'dashboard_dir': {'get_attribute': ['SELF', 'dashboard_dir']}, 'grafana_url': {'get_attribute': ['SELF', 'grafana_url']}, 'grafana_user': {'get_attribute': ['SELF', 'grafana_user']}, 'grafana_password': {'get_attribute': ['SELF', 'grafana_password']}}, 'implementation': 'playbook/playbook.ansible'}, 'stop': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'stop.yml'}, 'implementation': 'playbook/playbook.ansible'}, 'delete': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'delete.yml', 'dashboard_dir': {'get_attribute': ['SELF', 'dashboard_dir']}, 'grafana_url': {'get_attribute': ['SELF', 'grafana_url']}, 'grafana_user': {'get_attribute': ['SELF', 'grafana_user']}, 'grafana_password': {'get_attribute': ['SELF', 'grafana_password']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",0
"{'org.alien4cloud.automation.cloudify.patches.change_max_fd.nodes.ChangeMaxFd': {'derived_from': 'org.alien4cloud.automation.cloudify.patches.pub.nodes.CloudifyPatch', 'description': 'Increase number of file descriptor for user cloudify.', 'properties': {'max_file': {'type': 'integer', 'required': True, 'default': 500000}}, 'interfaces': {'Standard': {'create': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'create.yml', 'max_file': {'get_property': ['SELF', 'max_file']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",0
"{'org.alien4cloud.automation.a4c.config.csar.nodes.AddCsarFromGit': {'derived_from': 'org.alien4cloud.automation.a4c.pub.nodes.AlienConfigurator', 'description': 'Add a git repository and import CSARs.\n', 'tags': {'icon': '/images/git.png'}, 'properties': {'repositoryUrl': {'type': 'string', 'required': True, 'default': 'https://github.com/alien4cloud/tosca-normative-types.git'}, 'repositoryUsername': {'type': 'string', 'required': False}, 'repositoryPassword': {'type': 'string', 'required': False}, 'branchId': {'type': 'string', 'required': True, 'default': 'master'}, 'subPath': {'type': 'string', 'required': False}}, 'interfaces': {'Standard': {'start': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'start.yml', 'repositoryUrl': {'get_property': ['SELF', 'repositoryUrl']}, 'repositoryUsername': {'get_property': ['SELF', 'repositoryUsername']}, 'repositoryPassword': {'get_property': ['SELF', 'repositoryPassword']}, 'branchId': {'get_property': ['SELF', 'branchId']}, 'subPath': {'get_property': ['SELF', 'subPath']}, 'alien_user': {'get_property': ['HOST', 'rest', 'user']}, 'alien_password': {'get_property': ['HOST', 'rest', 'password']}, 'alien_url': {'get_attribute': ['HOST', 'alien_url']}}, 'implementation': 'playbook/playbook.ansible'}}}}}",0
"{'org.alien4cloud.nodes.ELBService': {'derived_from': 'tosca.nodes.LoadBalancer', 'properties': {'lb_name': {'type': 'string', 'required': True}, 'aws_access_key_id': {'type': 'string', 'required': True}, 'aws_secret_access_key': {'type': 'string', 'required': True}, 'region': {'type': 'string', 'required': True}, 'load_balancer_port': {'type': 'integer', 'required': True, 'default': 80}, 'instance_port': {'type': 'integer', 'required': True, 'default': 80}}, 'attributes': {'load_balancer_url': {'concat': ['http://', {'get_attribute': ['HOST', 'public_ip_address']}, ':', {'get_property': ['SELF', 'client', 'port']}, '/']}}}}",0
"{'org.alien4cloud.nodes.HostPoolService': {'derived_from': 'tosca.nodes.SoftwareComponent', 'description': 'The service is a python web service based on flask-restful that exposes a REST API to be consumed by clients who are interested in using hosts from a pool of pre-existing hosts. Based on Cloudfify implementation\n', 'properties': {'pool_file_name': {'type': 'string', 'default': 'pool.yml', 'description': 'Name of the pool configuration file within the configuration directory (artifact ""pool_config"")'}, 'working_directory': {'type': 'string', 'default': '/tmp/host-pool-service', 'description': 'Directory to run the service from'}, 'port': {'type': 'integer', 'description': 'Port to bind to', 'default': 8080}, 'source': {'type': 'string', 'description': 'URL to the source code of the service', 'default': 'https://github.com/cloudify-cosmo/cloudify-host-pool-service/archive/1.1.zip'}}, 'attributes': {'endpoint': {'concat': ['http://', {'get_attribute': ['HOST', 'public_ip_address']}, ':', {'get_property': ['SELF', 'port']}, '/']}, 'pid_file': {'concat': [{'get_property': ['SELF', 'working_directory']}, '/gunicorn.pid']}}, 'interfaces': {'Standard': {'create': {'inputs': {'SOURCE_CODE': {'get_property': ['SELF', 'source']}, 'WORK_DIR': {'get_property': ['SELF', 'working_directory']}}, 'implementation': 'scripts/create.sh'}, 'configure': {'inputs': {'POOL_FILE_NAME': {'get_property': ['SELF', 'pool_file_name']}, 'WORK_DIR': {'get_property': ['SELF', 'working_directory']}}, 'implementation': 'scripts/configure.sh'}, 'start': {'inputs': {'PORT': {'get_property': ['SELF', 'port']}, 'WORK_DIR': {'get_property': ['SELF', 'working_directory']}}, 'implementation': 'scripts/start.sh'}, 'stop': {'inputs': {'WORK_DIR': {'get_property': ['SELF', 'working_directory']}}, 'implementation': 'scripts/stop.sh'}, 'delete': {'inputs': {'WORK_DIR': {'get_property': ['SELF', 'working_directory']}}, 'implementation': 'scripts/delete.sh'}}}, 'artifacts': [{'scripts': {'file': 'scripts', 'type': 'tosca.artifacts.File'}}, {'pool_config': {'file': 'config.example/pool.example.yml', 'type': 'tosca.artifacts.File'}}]}}",0
"{'org.alien4cloud.nodes.HelloWindows': {'derived_from': 'tosca.nodes.SoftwareComponent', 'properties': {'world': {'type': 'string'}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Container', 'node': 'tosca.nodes.Compute', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1], 'node_filter': {'capabilities': [{'tosca.capabilities.OperatingSystem': {'properties': [{'type': {'equal': 'windows'}}]}}]}}}], 'artifacts': [{'powershell_script': {'file': 'scripts/start.ps1', 'type': 'tosca.artifacts.File'}}], 'interfaces': {'Standard': {'create': {'inputs': {'WORLD_NAME': {'get_property': ['SELF', 'world']}}, 'implementation': 'scripts/install.bat'}, 'start': {'inputs': {'HELLO_MESSAGE': {'get_operation_output': ['SELF', 'Standard', 'create', 'HELLO_MESSAGE']}}, 'implementation': 'scripts/start.bat'}}}}}",0
"{'org.alien4cloud.automation.cloudify.hostpool.awsfeeder.nodes.AWSHostpoolFeeder': {'derived_from': 'tosca.nodes.SoftwareComponent', 'description': 'Feed a hostpool with many instanciated EC2 instances.\nYou can use custom commands to populate and clear the host pool and EC2.\nYou can share EC2 instances between several Hostpool hosts (if host_per_instance > 1). Ideal for isolated and compatibles components, load tests, or containers but just understand it will be a colloc ;)\nHostpool is cleared and instances are stopped at Standard.stop operation.\nTODO: add tags\n', 'metadata': {'icon': 'images/aws.png'}, 'properties': {'aws_access_key': {'type': 'string', 'required': True, 'description': 'The AWS access key'}, 'aws_secret_key': {'type': 'string', 'required': True, 'description': 'The AWS secret key'}, 'key_name': {'type': 'string', 'required': True, 'description': 'The AWS key name'}, 'key_content': {'type': 'string', 'required': True, 'description': 'The AWS key'}, 'region': {'type': 'string', 'required': False, 'description': 'The region where to start instances', 'default': 'eu-west-1'}, 'instance_groups': {'type': 'string', 'required': True, 'description': 'Security groups the instances will be associated with'}, 'instance_username': {'type': 'string', 'required': True, 'default': 'ubuntu', 'constraints': [{'valid_values': ['ubuntu', 'ec2-user']}], 'description': 'The user to use to connect to the instance'}, 'instance_type': {'type': 'string', 'required': True, 'default': 't2.nano', 'constraints': [{'valid_values': ['t2.nano', 't2.small', 't2.medium', 'm4.large', 'c4.8xlarge']}], 'description': 'The AWS instance type'}, 'instance_image': {'type': 'string', 'required': True, 'constraints': [{'valid_values': ['ami-4c4b003b', 'ami-47a23a30']}], 'default': 'ami-47a23a30', 'description': 'The AWS ami (Centos:4c or Ubuntu:47)'}, 'instance_count': {'type': 'integer', 'required': True, 'default': 1, 'description': 'Number of instances to start'}, 'host_per_instance': {'type': 'integer', 'required': True, 'default': 1, 'description': 'Number of host to declare in hostpool per EC2 instance'}, 'instance_name': {'type': 'string', 'required': True, 'default': 'HostpoolInstance', 'description': 'The AWS instance name'}, 'instance_os': {'type': 'string', 'required': True, 'default': 'linux', 'description': 'The instance os for hostpool config', 'constraints': [{'valid_values': ['linux', 'windows']}]}}, 'attributes': {'hostpool_url': {'get_property': ['SELF', 'instance_name']}}, 'requirements': [{'hostpool': {'capability': 'org.alien4cloud.automation.cloudify.hostpool.pub.capabilities.HostPoolServiceApi', 'relationship': 'org.alien4cloud.automation.cloudify.hostpool.awsfeeder.relationships.HostpoolFeederConnectToHostpool', 'occurrences': [1, 1]}}], 'interfaces': {'Standard': {'stop': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'stop.yml', 'aws_access_key': {'get_property': ['SELF', 'aws_access_key']}, 'aws_secret_key': {'get_property': ['SELF', 'aws_secret_key']}, 'key_name': {'get_property': ['SELF', 'key_name']}, 'key_content': {'get_property': ['SELF', 'key_content']}, 'region': {'get_property': ['SELF', 'region']}, 'instance_name': {'get_property': ['SELF', 'instance_name']}, 'instance_count': {'get_property': ['SELF', 'instance_count']}}, 'implementation': 'playbook/playbook.ansible'}}, 'org.alien4cloud.automation.cloudify.hostpool.awsfeeder.Admin': {'clear': {'description': ""Clear Hostpool from all it's entries and shutdown related EC2 instances.\nThe 'instance_name' property is used to detect and stop EC2 instances.\n"", 'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'stop.yml', 'aws_access_key': {'get_property': ['SELF', 'aws_access_key']}, 'aws_secret_key': {'get_property': ['SELF', 'aws_secret_key']}, 'key_name': {'get_property': ['SELF', 'key_name']}, 'key_content': {'get_property': ['SELF', 'key_content']}, 'region': {'get_property': ['SELF', 'region']}, 'instance_name': {'get_property': ['SELF', 'instance_name']}, 'instance_count': {'get_property': ['SELF', 'instance_count']}}, 'implementation': 'playbook/playbook.ansible'}, 'feed': {'description': 'Start EC2 instances and populate Hostpool.\nThe node properties are used for instance properties and count.\n', 'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'feed.yml', 'aws_access_key': {'get_property': ['SELF', 'aws_access_key']}, 'aws_secret_key': {'get_property': ['SELF', 'aws_secret_key']}, 'key_name': {'get_property': ['SELF', 'key_name']}, 'key_content': {'get_property': ['SELF', 'key_content']}, 'region': {'get_property': ['SELF', 'region']}, 'instance_name': {'get_property': ['SELF', 'instance_name']}, 'instance_count': {'get_property': ['SELF', 'instance_count']}, 'host_per_instance': {'get_property': ['SELF', 'host_per_instance']}, 'instance_username': {'get_property': ['SELF', 'instance_username']}, 'instance_groups': {'get_property': ['SELF', 'instance_groups']}, 'instance_image': {'get_property': ['SELF', 'instance_image']}, 'instance_type': {'get_property': ['SELF', 'instance_type']}, 'instance_os': {'get_property': ['SELF', 'instance_os']}}, 'implementation': 'playbook/playbook.ansible'}, 'feed_custom': {'description': 'Start EC2 instances and populate Hostpool.\nThe node properties are used for instance properties and count.\n', 'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'feed.yml', 'aws_access_key': {'get_property': ['SELF', 'aws_access_key']}, 'aws_secret_key': {'get_property': ['SELF', 'aws_secret_key']}, 'key_name': {'get_property': ['SELF', 'key_name']}, 'key_content': {'get_property': ['SELF', 'key_content']}, 'region': {'get_property': ['SELF', 'region']}, 'instance_os': {'get_property': ['SELF', 'instance_os']}, 'instance_groups': {'get_property': ['SELF', 'instance_groups']}, 'instance_count': {'type': 'integer', 'required': True, 'default': 1}, 'instance_username': {'type': 'string', 'required': True, 'default': 'ubuntu', 'constraints': [{'valid_values': ['ubuntu', 'ec2-user']}], 'description': 'The user to use to connect to the instance'}, 'instance_type': {'type': 'string', 'required': True, 'default': 't2.nano', 'constraints': [{'valid_values': ['t2.nano', 't2.small', 't2.medium', 'm4.large', 'c4.8xlarge']}], 'description': 'The AWS instance type'}, 'instance_image': {'type': 'string', 'required': True, 'constraints': [{'valid_values': ['ami-4c4b003b', 'ami-47a23a30']}], 'default': 'ami-47a23a30', 'description': 'The AWS ami (Centos:4c or Ubuntu:47)'}, 'host_per_instance': {'type': 'integer', 'required': True, 'default': 1, 'description': 'Number of host to declare in hostpool per EC2 instance'}, 'instance_name': {'type': 'string', 'required': True, 'default': 'HostpoolInstance', 'description': 'The AWS instance name'}}, 'implementation': 'playbook/playbook.ansible'}}}}}",0
